3.652479648590087891e-01 1.460013836622238159e-01
3.569778800010681152e-01 1.451368182897567749e-01
3.477156460285186768e-01 1.440970450639724731e-01
3.348425626754760742e-01 1.425261497497558594e-01
3.283990621566772461e-01 1.416847258806228638e-01
3.124077320098876953e-01 1.394367069005966187e-01
2.982754111289978027e-01 1.372580826282501221e-01
2.907282412052154541e-01 1.360195279121398926e-01
2.841690778732299805e-01 1.348998993635177612e-01
2.682403624057769775e-01 1.320094019174575806e-01
2.633799910545349121e-01 1.310777068138122559e-01
2.529051601886749268e-01 1.289877146482467651e-01
2.488455474376678467e-01 1.281467080116271973e-01
2.428278774023056030e-01 1.268672049045562744e-01
2.369583100080490112e-01 1.255802214145660400e-01
1.992546617984771729e-01 1.162925437092781067e-01
1.828626394271850586e-01 1.116084530949592590e-01
1.753088831901550293e-01 1.092903465032577515e-01
1.662222594022750854e-01 1.063509061932563782e-01
1.357710957527160645e-01 9.501531720161437988e-02
1.291500777006149292e-01 9.216991066932678223e-02
1.238892823457717896e-01 8.978700637817382812e-02
1.179105192422866821e-01 8.693193644285202026e-02
1.094324588775634766e-01 8.257643878459930420e-02
1.061905473470687866e-01 8.080270886421203613e-02
1.010422110557556152e-01 7.784556597471237183e-02
9.451543539762496948e-02 7.381525635719299316e-02
8.155403286218643188e-02 6.462895870208740234e-02
7.267551869153976440e-02 5.709963664412498474e-02
6.230320036411285400e-02 4.638770595192909241e-02
4.671493545174598694e-02 2.393596433103084564e-02
3.350697830319404602e-02 5.114980507642030716e-03
3.229959681630134583e-02 4.477023147046566010e-03
3.337746858596801758e-02 4.325578454881906509e-03
3.434999659657478333e-02 4.138889722526073456e-03
3.586604818701744080e-02 3.784643718972802162e-03
3.633183240890502930e-02 3.664345014840364456e-03
3.659860789775848389e-02 3.593462985008955002e-03
3.671686723828315735e-02 3.561601508408784866e-03
3.691888600587844849e-02 3.506578272208571434e-03
3.711923584342002869e-02 3.451302647590637207e-03
3.728152811527252197e-02 3.406028496101498604e-03
3.912323340773582458e-02 2.865128451958298683e-03
4.081442579627037048e-02 2.333125332370400429e-03
4.851759970188140869e-02 -3.391415521036833525e-04
7.146771997213363647e-02 -8.977532386779785156e-03
9.328978508710861206e-02 -1.685478538274765015e-02
1.076301410794258118e-01 -2.157927863299846649e-02
1.466694176197052002e-01 -3.206524252891540527e-02
1.664047241210937500e-01 -3.587490692734718323e-02
1.859498918056488037e-01 -3.858903795480728149e-02
1.922176331281661987e-01 -3.923186287283897400e-02
2.382619529962539673e-01 -4.058445245027542114e-02
2.506432533264160156e-01 -3.997752442955970764e-02
2.572106122970581055e-01 -3.950187191367149353e-02
2.742680311203002930e-01 -3.780644759535789490e-02
2.873719930648803711e-01 -3.609860315918922424e-02
3.007740080356597900e-01 -3.404451534152030945e-02
3.063274025917053223e-01 -3.311605006456375122e-02
3.205026090145111084e-01 -3.058128617703914642e-02
3.278460800647735596e-01 -2.919417619705200195e-02
3.676742315292358398e-01 -2.128909714519977570e-02
3.800211548805236816e-01 -1.885430514812469482e-02
3.887644112110137939e-01 -1.716984249651432037e-02
4.226619303226470947e-01 -1.110997051000595093e-02
4.369636178016662598e-01 -8.826477453112602234e-03
4.517208635807037354e-01 -6.656016688793897629e-03
4.578112661838531494e-01 -5.815757438540458679e-03
4.624586105346679688e-01 -5.196268670260906219e-03
4.682938456535339355e-01 -4.444811493158340454e-03
4.884241819381713867e-01 -2.072673989459872246e-03
4.898785352706909180e-01 -1.914188731461763382e-03
5.033660531044006348e-01 -5.240748287178575993e-04
5.246904492378234863e-01 1.393622369505465031e-03
5.322456955909729004e-01 1.995309256017208099e-03
5.420100092887878418e-01 2.715845359489321709e-03
5.479596257209777832e-01 3.124402370303869247e-03
5.590593218803405762e-01 3.827159060165286064e-03
5.724861025810241699e-01 4.578161053359508514e-03
5.788317322731018066e-01 4.896949511021375656e-03
5.948626399040222168e-01 5.603678058832883835e-03
6.031875610351562500e-01 5.917103029787540436e-03
6.087598800659179688e-01 6.107173860073089600e-03
6.296653747558593750e-01 6.684727501124143600e-03
6.360396146774291992e-01 6.819738075137138367e-03
6.446123719215393066e-01 6.972069386392831802e-03
6.594054102897644043e-01 7.158152759075164795e-03
6.716747879981994629e-01 7.240785285830497742e-03
6.762111186981201172e-01 7.255237549543380737e-03
6.962376832962036133e-01 7.217441685497760773e-03
7.628300786018371582e-01 5.935322958976030350e-03
7.771977782249450684e-01 5.426473915576934814e-03
7.866874933242797852e-01 5.043988116085529327e-03
7.935931086540222168e-01 4.741984419524669647e-03
7.988028526306152344e-01 4.500747192651033401e-03
8.344132900238037109e-01 2.527850447222590446e-03
8.385571241378784180e-01 2.259447937831282616e-03
8.433744907379150391e-01 1.936553861014544964e-03
8.532094955444335938e-01 1.239815959706902504e-03
8.637196421623229980e-01 4.366837674751877785e-04
8.777275681495666504e-01 -7.354469853453338146e-04
8.862629532814025879e-01 -1.511832117103040218e-03
8.945311903953552246e-01 -2.313159639015793800e-03
8.953871726989746094e-01 -2.399048535153269768e-03
8.997491002082824707e-01 -2.845730632543563843e-03
9.118340611457824707e-01 -4.167339764535427094e-03
9.188117980957031250e-01 -4.992695525288581848e-03
9.223135113716125488e-01 -5.426007322967052460e-03
9.274811744689941406e-01 -6.090863142162561417e-03
9.305211901664733887e-01 -6.497104186564683914e-03
9.358916878700256348e-01 -7.244531065225601196e-03
9.377769231796264648e-01 -7.516548037528991699e-03
9.419577717781066895e-01 -8.139244280755519867e-03
9.476006031036376953e-01 -9.026165120303630829e-03
9.504311680793762207e-01 -9.493408724665641785e-03
9.511330127716064453e-01 -9.611748158931732178e-03
9.542356133460998535e-01 -1.014767773449420929e-02
9.567618966102600098e-01 -1.060037687420845032e-02
9.582031965255737305e-01 -1.086572371423244476e-02
9.605512619018554688e-01 -1.130984071642160416e-02
9.622246026992797852e-01 -1.163587067276239395e-02
9.647161960601806641e-01 -1.213729847222566605e-02
9.655483961105346680e-01 -1.230933703482151031e-02
9.691272377967834473e-01 -1.307773683220148087e-02
9.695957303047180176e-01 -1.318204589188098907e-02
9.895033836364746094e-01 -1.895478554069995880e-02
9.909514784812927246e-01 -1.956486143171787262e-02
9.933047294616699219e-01 -2.068731375038623810e-02
9.963056445121765137e-01 -2.252750284969806671e-02
9.978694319725036621e-01 -2.390853129327297211e-02
9.985781311988830566e-01 -2.481497451663017273e-02
9.989032149314880371e-01 -2.539726719260215759e-02
9.992760419845581055e-01 -2.657088637351989746e-02
